id;sexo;edad;region;ciudad;producto;antiguedad_anios;P1_sat_atencion;P2_sat_tiempos;P3_sat_app;P4_sat_sucursal;P5_sat_general;P6_nps;comentario;ponderador
418;2;47,0;Valparaiso;Valparaiso;Cuenta Corriente;8;5,0;4,0;3,0;5,0;5,0;5,0;Excelente ejecutivo;1,199
419;1;35,0;Metropolitana;Puente Alto;Cuenta Vista;3;5,0;4,0;99,0;4,0;4,0;7,0;Mejorar el sitio web;0,943
420;1;47,0;Valparaiso;Padre Las Casas;Tarjeta de Credito;19;3,0;5,0;5,0;2,0;5,0;9,0;;1,54
421;2;76,0;Metropolitana;La Serena;Cuenta Corriente;0;5,0;4,0;4,0;4,0;5,0;4,0;Mejorar el sitio web;0,781
422;2;46,0;Valparaiso ;Valparaiso;Cuenta Vista;22;4,0;4,0;5,0;2,0;4,0;4,0;Buena atencion;1,262
423;1;72,0;Araucania;Coquimbo;Cuenta Corriente;6;5,0;4,0;4,0;5,0;99,0;9,0;;1,409
424;2;66,0;Araucania;STGO;Tarjeta de Credito;5;4,0;99,0;4,0;3,0;3,0;10,0;Mejorar el sitio web;1,822
425;2;49,0;Coquimbo;Talcahuano;Cuenta Vista;14;4,0;5,0;4,0;5,0;2,0;10,0;;1,495
426;1;75,0;Biobio;temuco;Credito de Consumo;23;4,0;2,0;5,0;4,0;2,0;8,0;;0,953
427;1;80,0;Metropolitana;temuco;Cuenta Vista;12;5,0;4,0;4,0;4,0;4,0;10,0;;1,75
428;1;53,0;Coquimbo ;Santiago ;Cuenta Vista;23;5,0;2,0;5,0;1,0;4,0;8,0;Excelente ejecutivo;1,308
429;2;80,0;Valparaiso;Valparaiso;Cuenta Corriente;4;3,0;5,0;1,0;3,0;5,0;6,0;;1,981
430;1;60,0;Biobio;Talcahuano;Cuenta Vista;23;5,0;4,0;4,0;99,0;5,0;8,0;Sin comentarios;1,793
431;2;70,0;Valparaiso;santiago;Cuenta Corriente;8;99,0;4,0;3,0;3,0;5,0;5,0;;1,126
432;2;52,0;Metropolitana;valpo;Tarjeta de Credito;7;5,0;4,0;5,0;3,0;4,0;8,0;Excelente ejecutivo;1,145
433;1;26,0;biobio;Santiago;Tarjeta de Credito;9;4,0;1,0;5,0;5,0;5,0;10,0;Muy malos los tiempos de espera;0,815
434;2;37,0;valparaiso;Coquimbo;Credito de Consumo;0;5,0;5,0;3,0;5,0;4,0;6,0;;0,913
435;1;60,0;Coquimbo;Villarrica;Credito de Consumo;5;1,0;4,0;3,0;3,0;5,0;8,0;;1,946
436;2;58,0;Metropolitana;santiago;Cuenta Vista;10;5,0;3,0;5,0;5,0;99,0;10,0;Mejorar el sitio web;1,53
437;2;39,0;Metropolitana;Talcahuano;Cuenta Vista;20;5,0;3,0;5,0;4,0;99,0;2,0;Excelente ejecutivo;0,473
438;1;24,0;Metropolitana;concepción;Cuenta Corriente;9;3,0;4,0;5,0;4,0;4,0;8,0;Todo bien;0,805
439;2;74,0;Valparaiso;Santiago ;Cuenta Vista;1;5,0;1,0;5,0;99,0;4,0;8,0;;1,92
440;1;70,0;Coquimbo;Coquimbo;Cuenta Corriente;21;4,0;5,0;3,0;4,0;5,0;8,0;Mejorar el sitio web;0,828
441;2;19,0;Araucania;temuco;Cuenta Corriente;12;3,0;99,0;2,0;4,0;3,0;10,0;;0,503
442;1;76,0;  Metropolitana;Puente Alto;Cuenta Corriente;5;5,0;4,0;4,0;4,0;5,0;8,0;Mejorar el sitio web;1,575
443;2;55,0;Metropolitana;Santiago;Cuenta Vista;25;4,0;4,0;4,0;3,0;4,0;7,0;;1,173
444;2;31,0;Araucania;Padre Las Casas;Cuenta Corriente;11;5,0;5,0;4,0;4,0;3,0;8,0;Todo bien;1,574
445;1;20,0;COQUIMBO;concepción;Cuenta Corriente;21;4,0;2,0;2,0;4,0;4,0;10,0;;0,774
446;2;67,0;Metropolitana;Los Angeles;Cuenta Vista;17;3,0;4,0;5,0;5,0;3,0;5,0;;1,486
447;1;35,0;Metropolitana;Concepcion;Credito de Consumo;13;4,0;3,0;4,0;5,0;4,0;6,0;Excelente ejecutivo;0,917
448;2;999,0;Valparaiso ;santiago;Credito de Consumo;14;4,0;2,0;5,0;5,0;4,0;9,0;Excelente ejecutivo;1,03
449;2;40,0;Metropolitana;Los Angeles;Cuenta Corriente;25;5,0;5,0;5,0;5,0;2,0;10,0;;1,923
450;1;26,0;Metropolitana;santiago;Tarjeta de Credito;18;4,0;4,0;4,0;4,0;3,0;5,0;Muy malos los tiempos de espera;1,704
451;1;55,0;COQUIMBO;Puente Alto;Tarjeta de Credito;24;5,0;4,0;5,0;4,0;5,0;0,0;Excelente ejecutivo;1,59
452;2;31,0;metropolitana;valpo;Credito de Consumo;6;4,0;99,0;5,0;4,0;4,0;6,0;;1,949
453;2;42,0;Valparaiso;STGO;Cuenta Corriente;9;3,0;4,0;5,0;4,0;4,0;5,0;Sin comentarios;1,361
454;1;49,0;VALPARAISO;STGO;Cuenta Vista;11;4,0;2,0;2,0;4,0;4,0;10,0;Todo bien;1,726
455;2;30,0;Metropolitana;santiago;Tarjeta de Credito;25;4,0;3,0;4,0;5,0;4,0;5,0;Excelente ejecutivo;1,46
456;2;46,0;Metropolitana;Los Angeles;Cuenta Vista;21;3,0;4,0;5,0;4,0;5,0;6,0;Sin comentarios;1,231
457;1;56,0;Valparaiso;Concepcion;Cuenta Corriente;6;2,0;2,0;3,0;2,0;3,0;10,0;Todo bien;1,565
458;1;56,0;Metropolitana;Viña del Mar;Credito de Consumo;2;5,0;3,0;3,0;5,0;3,0;8,0;;0,46
459;1;33,0;Valparaiso;Santiago;Credito de Consumo;9;5,0;4,0;99,0;4,0;5,0;0,0;;1,859
460;2;34,0;ARAUCANIA;Vina del Mar;Cuenta Vista;8;5,0;4,0;5,0;4,0;4,0;7,0;Sin comentarios;1,854
461;1;34,0;Araucania;Santiago ;Cuenta Corriente;17;1,0;5,0;5,0;5,0;4,0;10,0;Todo bien;1,912
462;1;70,0;Valparaiso ;valpo;Cuenta Corriente;10;2,0;2,0;4,0;4,0;5,0;9,0;Sin comentarios;0,88
463;1;80,0;Metropolitana;Los Angeles;Credito de Consumo;5;4,0;5,0;4,0;1,0;4,0;0,0;Muy malos los tiempos de espera;1,623
464;2;47,0;Coquimbo;Vina del Mar;Cuenta Corriente;21;3,0;1,0;3,0;3,0;2,0;8,0;Excelente ejecutivo;1,665
465;9;37,0;  Valparaiso;santiago;Tarjeta de Credito;25;99,0;4,0;4,0;5,0;1,0;9,0;Todo bien;0,558
466;2;80,0;Biobio;STGO;Tarjeta de Credito;15;3,0;3,0;4,0;3,0;3,0;4,0;La app se cae seguido;0,539
467;1;22,0;biobio;valpo;Cuenta Vista;11;5,0;99,0;4,0;4,0;4,0;6,0;Todo bien;0,56
468;2;57,0;Metropolitana;Talcahuano;Cuenta Corriente;4;3,0;3,0;2,0;3,0;5,0;10,0;;1,614
469;2;62,0;Metropolitana;Santiago ;Cuenta Corriente;7;3,0;4,0;3,0;4,0;3,0;7,0;;1,575
470;2;67,0;Metropolitana;santiago;Credito de Consumo;20;5,0;3,0;5,0;4,0;4,0;9,0;;0,501
471;1;79,0;METROPOLITANA;valpo;Tarjeta de Credito;7;4,0;5,0;2,0;5,0;3,0;7,0;Excelente ejecutivo;1,513
472;1;69,0;Coquimbo ;Vina del Mar;Cuenta Corriente;4;4,0;3,0;4,0;2,0;5,0;9,0;Muy malos los tiempos de espera;0,93
473;2;46,0;Araucania;valpo;Cuenta Vista;24;4,0;2,0;4,0;2,0;99,0;5,0;Buena atencion;0,934
474;1;50,0;Metropolitana;valpo;Cuenta Corriente;0;4,0;3,0;3,0;5,0;3,0;9,0;Sin comentarios;0,882
475;2;41,0;Metropolitana ;Puente Alto;Cuenta Vista;7;5,0;4,0;4,0;3,0;4,0;5,0;;0,674
476;1;61,0;Metropolitana;STGO;Cuenta Corriente;21;4,0;1,0;4,0;4,0;4,0;1,0;Sin comentarios;0,595
477;2;79,0;Araucania;valpo;Cuenta Corriente;7;5,0;1,0;4,0;4,0;1,0;5,0;Mejorar el sitio web;1,945
478;2;47,0;Araucania;Puente Alto;Cuenta Corriente;8;5,0;2,0;5,0;4,0;5,0;6,0;;1,145
479;1;58,0;Metropolitana;valpo;Cuenta Corriente;19;4,0;3,0;4,0;4,0;4,0;9,0;Excelente ejecutivo;1,437
480;2;54,0;Valparaiso;Ovalle;Cuenta Vista;3;4,0;4,0;5,0;4,0;3,0;9,0;Demoraron mucho en atenderme;1,642
481;2;46,0;Valparaiso;Puente Alto;Credito de Consumo;8;3,0;4,0;5,0;5,0;3,0;9,0;Todo bien;1,353
482;1;48,0;metropolitana;santiago;Cuenta Corriente;17;4,0;5,0;3,0;5,0;4,0;10,0;Demoraron mucho en atenderme;0,863
483;2;57,0;Biobio;STGO;Cuenta Vista;13;4,0;1,0;5,0;3,0;4,0;7,0;Demoraron mucho en atenderme;2,167
484;2;49,0;Metropolitana ;STGO;Credito de Consumo;22;4,0;5,0;4,0;2,0;4,0;10,0;La app se cae seguido;0,504
485;1;79,0;Araucania;Coquimbo;Credito de Consumo;3;1,0;4,0;3,0;4,0;4,0;10,0;;0,922
486;2;60,0;Metropolitana;Puente Alto;Tarjeta de Credito;25;5,0;1,0;5,0;4,0;99,0;3,0;Todo bien;1,178
487;1;46,0;Biobio;Santiago;Cuenta Corriente;13;4,0;3,0;4,0;4,0;5,0;9,0;Excelente ejecutivo;1,982
488;2;72,0;Valparaiso;Temuco;Cuenta Corriente;4;5,0;5,0;4,0;4,0;2,0;6,0;;0,827
489;2;59,0;COQUIMBO;Talcahuano;Cuenta Corriente;20;4,0;4,0;3,0;2,0;3,0;10,0;;1,256
490;2;24,0;Valparaiso ;Santiago;Cuenta Corriente;2;3,0;3,0;5,0;5,0;5,0;10,0;Todo bien;2,049
491;2;27,0;Biobio;Ovalle;Tarjeta de Credito;19;2,0;4,0;4,0;3,0;3,0;5,0;;1,003
492;1;32,0;Metropolitana;Viña del Mar;Cuenta Corriente;9;4,0;4,0;5,0;2,0;5,0;7,0;;1,894
493;2;58,0;Metropolitana;Padre Las Casas;Tarjeta de Credito;12;5,0;5,0;4,0;4,0;1,0;4,0;Mejorar el sitio web;0,585
494;1;40,0;Valparaiso;valpo;Cuenta Corriente;11;4,0;4,0;5,0;4,0;5,0;9,0;Todo bien;1,602
495;1;64,0;Metropolitana ;Los Angeles;Tarjeta de Credito;15;3,0;4,0;5,0;4,0;3,0;9,0;;2,133
496;2;68,0;araucania;concepción;Cuenta Corriente;2;4,0;4,0;4,0;5,0;5,0;9,0;Todo bien;1,537
497;2;43,0;Metropolitana;Santiago ;Cuenta Corriente;19;4,0;2,0;4,0;5,0;5,0;8,0;Mejorar el sitio web;0,971
498;1;31,0;METROPOLITANA;Concepcion;Cuenta Corriente;7;2,0;4,0;5,0;4,0;4,0;3,0;La app se cae seguido;0,817
499;1;46,0;  Metropolitana;Santiago;Cuenta Corriente;15;4,0;4,0;5,0;2,0;4,0;6,0;;1,65
500;2;50,0;Metropolitana;STGO;Tarjeta de Credito;19;4,0;5,0;2,0;4,0;4,0;5,0;Demoraron mucho en atenderme;1,455
501;1;36,0;Metropolitana;concepción;Cuenta Vista;23;4,0;3,0;4,0;4,0;4,0;8,0;Buena atencion;1,978
502;9;58,0;Valparaiso;temuco;Cuenta Corriente;21;5,0;2,0;4,0;4,0;4,0;6,0;;1,461
503;1;47,0;Coquimbo;STGO;Cuenta Corriente;24;4,0;2,0;4,0;5,0;2,0;6,0;;1,671
504;2;59,0;Metropolitana;santiago;Cuenta Vista;14;4,0;5,0;3,0;2,0;3,0;9,0;Buena atencion;1,225
505;1;51,0;Metropolitana;Coquimbo;Cuenta Corriente;18;3,0;99,0;5,0;5,0;4,0;8,0;Demoraron mucho en atenderme;0,773
506;2;27,0;Metropolitana;La Serena;Cuenta Vista;25;3,0;4,0;3,0;3,0;5,0;7,0;;1,152
507;2;60,0;metropolitana;Temuco;Cuenta Vista;12;4,0;3,0;5,0;3,0;4,0;2,0;La app se cae seguido;1,444
508;2;33,0;metropolitana;VALPARAISO;Tarjeta de Credito;0;1,0;4,0;5,0;5,0;5,0;6,0;Todo bien;0,772
509;2;69,0;METROPOLITANA;Puente Alto;Cuenta Vista;18;2,0;99,0;3,0;5,0;4,0;5,0;Mejorar el sitio web;0,673
510;2;20,0;METROPOLITANA;STGO;Cuenta Corriente;20;1,0;4,0;1,0;4,0;4,0;9,0;Demoraron mucho en atenderme;1,532
511;2;44,0;Araucania ;valpo;Cuenta Corriente;7;3,0;4,0;5,0;5,0;4,0;6,0;Todo bien;1,077
512;2;80,0;Araucania;Valparaiso;Cuenta Corriente;14;5,0;5,0;5,0;4,0;5,0;9,0;;0,44
513;2;78,0;Metropolitana;Padre Las Casas;Credito de Consumo;21;3,0;4,0;4,0;4,0;2,0;0,0;Sin comentarios;2,051
514;1;65,0;Biobio;Santiago ;Cuenta Corriente;2;5,0;5,0;1,0;4,0;2,0;10,0;Buena atencion;1,837
515;1;55,0;Valparaiso;Vina del Mar;Tarjeta de Credito;1;5,0;4,0;5,0;5,0;2,0;7,0;Sin comentarios;0,445
516;2;51,0;Coquimbo;santiago;Cuenta Corriente;20;5,0;3,0;4,0;5,0;2,0;3,0;;1,305
517;1;35,0;metropolitana;Santiago ;Cuenta Vista;13;5,0;5,0;5,0;4,0;3,0;5,0;Todo bien;0,864
518;1;73,0;Biobio;Los Angeles;Cuenta Corriente;21;5,0;5,0;3,0;4,0;4,0;8,0;;2,069
519;2;55,0;Biobio;Concepcion;Cuenta Vista;2;3,0;5,0;4,0;4,0;4,0;4,0;;1,649
520;1;45,0;Coquimbo;Santiago ;Cuenta Vista;23;5,0;5,0;4,0;4,0;99,0;10,0;Muy malos los tiempos de espera;1,73
521;1;63,0;Coquimbo;santiago;Tarjeta de Credito;6;5,0;1,0;4,0;5,0;4,0;7,0;Buena atencion;0,886
522;1;61,0;Coquimbo;Puente Alto;Tarjeta de Credito;25;3,0;3,0;3,0;4,0;3,0;5,0;Sin comentarios;1,898
523;2;68,0;Metropolitana;Viña del Mar;Cuenta Corriente;20;2,0;4,0;3,0;5,0;2,0;99,0;Buena atencion;1,514
524;1;20,0;  Coquimbo;santiago;Cuenta Corriente;18;4,0;5,0;5,0;4,0;5,0;7,0;Muy malos los tiempos de espera;0,496
525;2;49,0;Metropolitana;Talcahuano;Cuenta Corriente;11;4,0;4,0;2,0;5,0;5,0;9,0;Buena atencion;0,688
526;9;50,0;Valparaiso;Talcahuano;Tarjeta de Credito;10;99,0;4,0;99,0;2,0;5,0;4,0;Buena atencion;1,677
527;2;62,0;Metropolitana;Puente Alto;Cuenta Corriente;8;4,0;5,0;3,0;2,0;4,0;9,0;Buena atencion;0,765
528;2;40,0;Metropolitana;Puente Alto;Credito de Consumo;17;5,0;5,0;5,0;5,0;2,0;9,0;Todo bien;0,732
529;1;66,0;metropolitana;concepción;Tarjeta de Credito;0;5,0;4,0;4,0;5,0;5,0;9,0;Mejorar el sitio web;1,573
530;2;26,0;Metropolitana;Talcahuano;Cuenta Vista;9;99,0;3,0;4,0;5,0;5,0;8,0;;0,704
531;9;42,0;Metropolitana;Talcahuano;Credito de Consumo;13;5,0;3,0;4,0;2,0;4,0;7,0;;0,711
532;2;61,0;Coquimbo;concepción;Cuenta Corriente;12;4,0;5,0;2,0;5,0;4,0;8,0;Excelente ejecutivo;1,028
533;1;76,0;Valparaiso;La Serena;Cuenta Vista;19;4,0;5,0;5,0;4,0;4,0;5,0;;1,765
534;2;24,0;Metropolitana;Puente Alto;Tarjeta de Credito;9;4,0;1,0;3,0;4,0;5,0;5,0;Mejorar el sitio web;1,364
535;1;45,0;METROPOLITANA;Santiago;Cuenta Vista;10;3,0;3,0;4,0;4,0;4,0;5,0;Todo bien;1,631
536;2;69,0;Valparaiso;la serena;Cuenta Vista;4;5,0;3,0;4,0;3,0;3,0;8,0;La app se cae seguido;1,56
537;2;40,0;Coquimbo;Temuco;Cuenta Vista;2;5,0;2,0;2,0;5,0;1,0;6,0;La app se cae seguido;0,488
538;1;20,0;BIOBIO;Santiago ;Cuenta Corriente;14;5,0;4,0;4,0;3,0;4,0;9,0;Excelente ejecutivo;1,588
539;1;72,0;Metropolitana;santiago;Tarjeta de Credito;13;3,0;3,0;4,0;5,0;5,0;0,0;Excelente ejecutivo;0,763
540;2;80,0;Araucania;Los Angeles;Cuenta Corriente;9;3,0;4,0;5,0;5,0;4,0;10,0;Excelente ejecutivo;1,855
541;1;52,0;Valparaiso;Viña del Mar;Tarjeta de Credito;25;5,0;5,0;5,0;99,0;4,0;10,0;;1,085
542;1;46,0;Metropolitana;Coquimbo;Cuenta Corriente;25;4,0;3,0;5,0;5,0;5,0;9,0;Excelente ejecutivo;0,42
543;1;61,0;Valparaiso;La Serena;Cuenta Vista;16;5,0;1,0;4,0;2,0;2,0;7,0;;0,724
544;1;53,0;Valparaiso;Los Angeles;Cuenta Corriente;9;3,0;3,0;5,0;3,0;5,0;10,0;Sin comentarios;1,886
545;2;57,0;Biobio;Puente Alto;Cuenta Vista;5;3,0;5,0;3,0;2,0;5,0;8,0;Mejorar el sitio web;0,648
546;1;27,0;  Araucania;Viña del Mar;Cuenta Vista;20;5,0;4,0;4,0;4,0;99,0;6,0;La app se cae seguido;0,836
547;1;75,0;Metropolitana;Santiago ;Tarjeta de Credito;6;4,0;99,0;4,0;99,0;5,0;8,0;;1,879
548;2;60,0;Metropolitana;Villarrica;Cuenta Corriente;16;4,0;4,0;4,0;3,0;5,0;10,0;;0,785
549;2;51,0;Metropolitana;STGO;Cuenta Vista;12;5,0;5,0;4,0;4,0;4,0;8,0;Mejorar el sitio web;1,374
550;1;41,0;Valparaiso;La Serena;Tarjeta de Credito;5;4,0;5,0;3,0;5,0;3,0;9,0;Mejorar el sitio web;1,851
551;2;48,0;Metropolitana;STGO;Cuenta Corriente;17;3,0;2,0;3,0;3,0;4,0;7,0;Muy malos los tiempos de espera;0,512
552;1;63,0;Valparaiso;STGO;Cuenta Vista;23;5,0;4,0;3,0;5,0;2,0;7,0;Excelente ejecutivo;0,589
553;2;33,0;  Metropolitana;Los Angeles;Cuenta Corriente;19;2,0;5,0;4,0;3,0;5,0;8,0;Todo bien;1,095
554;1;54,0;Metropolitana;STGO;Cuenta Corriente;22;4,0;5,0;5,0;2,0;5,0;6,0;;1,038
555;9;26,0;Biobio;STGO;Tarjeta de Credito;5;3,0;5,0;4,0;4,0;3,0;8,0;Buena atencion;0,801
556;2;24,0;COQUIMBO;Santiago ;Tarjeta de Credito;3;5,0;1,0;4,0;4,0;2,0;4,0;Excelente ejecutivo;0,871
557;2;66,0;biobio;La Serena;Cuenta Corriente;18;5,0;4,0;2,0;5,0;3,0;99,0;;0,407
558;2;34,0;Araucania;Ovalle;Credito de Consumo;20;4,0;3,0;3,0;4,0;4,0;10,0;;1,326
559;1;28,0;Valparaiso;Villarrica;Credito de Consumo;20;4,0;4,0;2,0;3,0;5,0;7,0;Buena atencion;2,03
560;2;45,0;  Biobio;santiago;Tarjeta de Credito;16;5,0;3,0;2,0;5,0;4,0;10,0;;0,944
561;2;47,0;Metropolitana;Concepcion;Cuenta Corriente;20;3,0;4,0;3,0;5,0;4,0;10,0;Excelente ejecutivo;1,549
562;2;19,0;Metropolitana;Santiago ;Credito de Consumo;5;3,0;3,0;2,0;4,0;5,0;99,0;La app se cae seguido;2,133
563;2;61,0;Araucania;Concepcion;Cuenta Corriente;11;5,0;3,0;3,0;5,0;3,0;7,0;;0,826
564;1;50,0;Valparaiso ;Valparaiso;Tarjeta de Credito;16;2,0;4,0;99,0;5,0;5,0;6,0;Todo bien;1,214
565;2;79,0;Valparaiso;Coquimbo;Cuenta Vista;13;5,0;4,0;5,0;5,0;5,0;7,0;Muy malos los tiempos de espera;0,888
566;1;37,0;Metropolitana;VALPARAISO;Tarjeta de Credito;6;5,0;1,0;3,0;4,0;5,0;7,0;La app se cae seguido;0,552
567;2;75,0;Araucania;Ovalle;Cuenta Corriente;2;5,0;4,0;5,0;4,0;5,0;9,0;Sin comentarios;1,881
568;2;40,0;Metropolitana;Vina del Mar;Credito de Consumo;25;3,0;4,0;3,0;4,0;3,0;6,0;Excelente ejecutivo;1,833
569;1;26,0;metropolitana;La Serena;Tarjeta de Credito;18;3,0;4,0;99,0;3,0;3,0;6,0;;0,796
570;2;20,0;Metropolitana;valpo;Tarjeta de Credito;24;3,0;4,0;3,0;3,0;4,0;4,0;;1,537
571;2;67,0;Metropolitana;Puente Alto;Cuenta Corriente;4;4,0;5,0;5,0;4,0;99,0;2,0;Sin comentarios;0,413
572;2;71,0;Metropolitana;Coquimbo;Cuenta Corriente;14;5,0;5,0;5,0;5,0;3,0;9,0;;0,839
573;2;31,0;VALPARAISO;la serena;Cuenta Vista;20;3,0;3,0;4,0;99,0;5,0;10,0;Sin comentarios;0,503
574;2;32,0;Coquimbo;STGO;Cuenta Vista;25;2,0;3,0;99,0;3,0;5,0;9,0;;0,936
575;2;47,0;Metropolitana;concepción;Cuenta Vista;4;3,0;5,0;2,0;4,0;5,0;10,0;Sin comentarios;0,703
576;2;34,0;Valparaiso;Puente Alto;Credito de Consumo;24;4,0;5,0;2,0;4,0;5,0;1,0;La app se cae seguido;1,625
577;2;52,0;Valparaiso;Santiago ;Cuenta Corriente;22;4,0;4,0;4,0;5,0;2,0;6,0;La app se cae seguido;1,242
578;1;77,0;Coquimbo;Coquimbo;Credito de Consumo;7;3,0;4,0;4,0;5,0;4,0;3,0;Buena atencion;0,421
579;2;41,0;Valparaiso;la serena;Tarjeta de Credito;16;1,0;2,0;5,0;4,0;5,0;8,0;Excelente ejecutivo;1,012
580;2;20,0;Metropolitana;STGO;Cuenta Corriente;15;2,0;3,0;3,0;4,0;5,0;5,0;Todo bien;1,111
581;2;31,0;Metropolitana;Los Angeles;Cuenta Vista;17;4,0;3,0;4,0;5,0;3,0;1,0;Sin comentarios;0,685
582;2;47,0;Metropolitana;Coquimbo;Cuenta Corriente;25;99,0;4,0;3,0;5,0;5,0;10,0;Buena atencion;1,212
583;2;58,0;Metropolitana ;santiago;Cuenta Vista;13;3,0;5,0;5,0;3,0;3,0;7,0;;2,194
584;2;44,0;Valparaiso;santiago;Cuenta Corriente;15;5,0;4,0;4,0;99,0;3,0;2,0;Sin comentarios;2,029
585;2;35,0;metropolitana;Viña del Mar;Cuenta Corriente;0;4,0;4,0;99,0;5,0;99,0;9,0;Buena atencion;1,065
586;1;23,0;valparaiso;STGO;Cuenta Vista;25;1,0;4,0;3,0;5,0;3,0;6,0;;1,525
587;2;72,0;Metropolitana;Viña del Mar;Credito de Consumo;2;4,0;2,0;4,0;4,0;4,0;10,0;;1,756
588;9;50,0;COQUIMBO;Santiago ;Cuenta Vista;7;4,0;4,0;3,0;5,0;3,0;8,0;;0,464
589;2;58,0;Coquimbo;Talcahuano;Tarjeta de Credito;1;4,0;5,0;2,0;4,0;4,0;2,0;;1,918
590;1;41,0;Valparaiso;Santiago;Tarjeta de Credito;8;5,0;99,0;4,0;4,0;3,0;9,0;;1,333
591;2;70,0;Araucania;VALPARAISO;Cuenta Corriente;13;3,0;99,0;5,0;3,0;5,0;8,0;;1,007
592;1;78,0;METROPOLITANA;Santiago;Cuenta Corriente;17;5,0;99,0;5,0;2,0;5,0;5,0;;1,01
593;2;40,0;metropolitana;Santiago ;Credito de Consumo;22;5,0;5,0;5,0;3,0;3,0;6,0;Sin comentarios;0,876
594;2;47,0;Valparaiso;La Serena;Tarjeta de Credito;16;1,0;99,0;1,0;5,0;3,0;3,0;;1,635
595;2;37,0;Valparaiso;Puente Alto;Tarjeta de Credito;16;3,0;5,0;5,0;2,0;5,0;3,0;;1,545
596;1;68,0;Valparaiso;concepción;Credito de Consumo;11;2,0;4,0;5,0;3,0;5,0;5,0;Buena atencion;1,906
597;2;67,0;Metropolitana;Santiago ;Cuenta Vista;22;2,0;4,0;4,0;2,0;99,0;10,0;;2,097
598;2;21,0;Metropolitana ;la serena;Cuenta Vista;14;1,0;5,0;5,0;5,0;4,0;6,0;;1,347
599;1;76,0;Metropolitana;Viña del Mar;Cuenta Corriente;2;5,0;99,0;99,0;5,0;2,0;9,0;La app se cae seguido;2,071
600;2;44,0;Valparaiso;La Serena;Credito de Consumo;18;4,0;5,0;4,0;4,0;4,0;8,0;Excelente ejecutivo;1,022
601;2;25,0;Araucania;Santiago ;Cuenta Vista;12;2,0;5,0;2,0;2,0;4,0;10,0;;1,122
602;1;76,0;Biobio;valpo;Cuenta Vista;25;5,0;4,0;99,0;2,0;3,0;1,0;Excelente ejecutivo;0,548
603;2;73,0;Valparaiso;Viña del Mar;Credito de Consumo;4;4,0;5,0;4,0;3,0;5,0;8,0;Mejorar el sitio web;0,892
604;1;37,0;Metropolitana;la serena;Credito de Consumo;24;5,0;4,0;1,0;4,0;3,0;9,0;;1,683
605;2;42,0;Metropolitana;Santiago ;Cuenta Corriente;1;3,0;5,0;5,0;4,0;2,0;10,0;;0,708
606;1;75,0;metropolitana;santiago;Tarjeta de Credito;4;3,0;4,0;4,0;5,0;4,0;5,0;;1,912
607;2;51,0;Valparaiso;la serena;Credito de Consumo;15;4,0;5,0;5,0;5,0;4,0;1,0;;0,665
608;1;72,0;metropolitana;temuco;Cuenta Corriente;14;5,0;3,0;5,0;5,0;4,0;9,0;Todo bien;2,17
609;2;33,0;Coquimbo;Santiago ;Cuenta Vista;25;4,0;5,0;3,0;5,0;5,0;10,0;;0,473
610;2;21,0;VALPARAISO;Puente Alto;Cuenta Corriente;14;3,0;3,0;5,0;4,0;5,0;7,0;Todo bien;0,43
611;2;60,0;Valparaiso;Santiago;Tarjeta de Credito;17;2,0;1,0;4,0;2,0;2,0;8,0;Buena atencion;1,297
612;1;58,0;Valparaiso;Santiago;Cuenta Corriente;16;3,0;3,0;5,0;3,0;3,0;8,0;;1,634
613;1;49,0;metropolitana;Villarrica;Cuenta Corriente;10;3,0;3,0;99,0;5,0;3,0;8,0;Excelente ejecutivo;1,899
614;2;68,0;Metropolitana;VALPARAISO;Cuenta Vista;25;3,0;4,0;4,0;5,0;5,0;8,0;;0,961
615;1;52,0;Valparaiso;temuco;Cuenta Vista;19;3,0;5,0;5,0;3,0;4,0;8,0;Muy malos los tiempos de espera;1,728
616;2;72,0;Araucania;Ovalle;Cuenta Vista;1;4,0;99,0;4,0;4,0;4,0;9,0;Excelente ejecutivo;2,038
617;1;79,0;Metropolitana;Concepcion;Credito de Consumo;22;5,0;2,0;3,0;5,0;4,0;9,0;;1,441
618;1;47,0;METROPOLITANA;Padre Las Casas;Cuenta Vista;4;4,0;5,0;4,0;4,0;2,0;6,0;Demoraron mucho en atenderme;1,368
619;1;80,0;Biobio;santiago;Cuenta Vista;23;5,0;4,0;4,0;5,0;2,0;7,0;Sin comentarios;1,684
620;1;34,0;Araucania;Viña del Mar;Cuenta Corriente;12;5,0;1,0;4,0;3,0;5,0;7,0;;1,746
621;2;47,0;biobio;Padre Las Casas;Credito de Consumo;20;5,0;3,0;3,0;3,0;4,0;9,0;Mejorar el sitio web;0,676
622;2;43,0;Coquimbo;Puente Alto;Credito de Consumo;9;99,0;4,0;99,0;4,0;4,0;7,0;;1,06
623;2;79,0;Coquimbo;concepción;Cuenta Vista;17;5,0;5,0;5,0;2,0;4,0;10,0;;1,395
624;2;80,0;COQUIMBO;santiago;Tarjeta de Credito;3;5,0;5,0;4,0;4,0;5,0;7,0;Sin comentarios;1,271
625;2;58,0;Valparaiso;STGO;Cuenta Vista;21;5,0;4,0;4,0;4,0;4,0;9,0;Sin comentarios;1,124
626;1;64,0;  Valparaiso;Ovalle;Cuenta Vista;23;2,0;3,0;5,0;3,0;4,0;9,0;Muy malos los tiempos de espera;1,655
